buscat	buskat
mascletà	maskleta
xoc	ʃɔk
especialitzat	espesializat
modelats	mudəlats
amplificada	amplifikada
diversificació	diveɾsifikasio
existida	əɡzistidə
còrnia	kɔɾniə
anticipades	antisipades
persistit	pərsistit
confirmar	komfiɾma
merla	mɛɾlə
adversitat	adveɾsitat
contades	kontadəs
contagiosos	kontad͡ʒiozos
lesionar	ləziona
venuts	vənuts
bombardejat	bumbərdəʒat
ruca	ruka
prefabriana	pɾefabɾiana
arrestaria	ərəstəɾiə
especificada	espesifikada
urbanitzat	uɾbanizat
grapat	ɡɾapat
ventilo	ventilo
presentar	pɾəzənta
mutar	mutaɾ
agermanament	ad͡ʒeɾmanament
hipotàlem	ipotaləm
metge	med͡ʒe
anàdrom	ənadɾom
puigdemont	pud͡ʒdəmont
sincer	sinse
malaisi	malajzi
trenes	tɾɛnəs
giny	d͡ʒiɲ
legitimades	ləʒitimadəs
damasquins	damaskins
continuats	kontinuats
subratllat	subɾəʎat
cremats	kɾemats
contribuïdes	kontɾibuidəs
simetria	simətɾiə
ingràvids	iŋɡɾabits
rodolat	rudulat
existit	əɡzistit
refredat	refɾedat
bubo	bubu
avantatge	əvəntad͡ʒə
saturn	sətuɾn
vocàlica	bukalikə
llogada	ʎoɡadə
necessitades	nəsəsitadəs
marejat	maɾed͡ʒat
classifiquem	klasifikem
nominal	numinal
franciscans	fɾənsiskans
lluita	ʎujta
banya	baɲə
lleganya	ʎəɡaɲə
dissuadit	disuədit
estressat	əstɾəsat
corrua	kuruə
evadir	evadiɾ
càmfora	kamfuɾə
encantaria	eŋkantaɾia
absolt	əpsɔlt
antediluvià	əntədilubia
asmàtics	azmatiks
vetats	vetats
declinats	deklinats
objectives	ubʒəktibəs
enterbolir	əntəɾbuli
serrell	sereʎ
excavades	əkskəvadəs
succeïdes	suksəidəs
populós	pupulos
restaurar	restawɾaɾ
aportada	əpurtadə
esbufegar	əzbufəɡa
patinatge	pətinad͡ʒə
espartà	espaɾta
preferides	pɾəfəɾidəs
maliciosos	malisiozos
mitjó	mid͡ʒo
netejar	neted͡ʒaɾ
cantada	kantada
mirall	miɾaj
ventila	vəntilə
desprengut	despɾeŋɡut
animades	animades
desodoritzats	dəzodoɾid͡zats
caviar	kəvia
metodologia	mətodoluʒiə
degotat	dəɡotat
urgida	uɾd͡ʒida
gravitó	ɡɾəbito
audaç	əwdas
tambor	təmbo
xalats	t͡ʃalats
zinc	ziŋk
captiva	kaptiva
ampliar	ampliaɾ
naftalè	nəftələ
baladre	baladɾe
apostades	əpostadəs
adoptis	ədɔptis
intempestivitat	intəmpəstibitat
suplantat	supləntat
corregut	kurəɡut
segabosses	seɡaboses
eliminació	əliminəsio
negatives	neɡatives
avortat	avoɾtat
ansietat	ansietat
auscultada	əwskultadə
emprenyades	empɾeɲades
volcà	volka
milè	mile
organitzades	oɾɡənid͡zadəs
proliferat	pɾolifeɾat
besades	bezades
alimentada	alimentada
abiòtic	abiɔtik
mortificats	moɾtifikats
maledicció	mələdiksio
vigoritzats	viɡoɾid͡zats
estropiant	əstɾupian
periodicitat	pəɾiodisitat
enregistrat	ənrəʒistɾat
xampanya	t͡ʃampaɲa
molinat	mulinat
moderat	mudəɾat
preservada	pɾezeɾvada
cubisme	kubizme
blastomades	bləstomadəs
longevitat	loɲʒəvitat
assolits	əsulits
virga	birɡə
desarreglats	dəzərəɡlats
esgarriat	ezɡariat
fotosintetitzats	futusintətid͡zats
llegida	ʎed͡ʒida
col·laborat	kollaboɾat
escalena	əskələnə
insulta	insultə
somnolència	somnolɛnsiə
escalades	eskalades
punits	punits
etil	ətil
protector	pɾotektoɾ
xutar	t͡ʃutaɾ
apetitosos	əpətitozos
temeraris	temeɾaɾis
classificació	kləsifikəsio
lactància	laktansia
vorejades	voɾəʒadəs
cavat	kəbat
corroït	kuruit
rumorejat	rumoɾəʒat
sucades	sukadəs
procedència	pɾosədɛnsiə
animava	animava
eliminaria	eliminaɾia
expliquem	eksplikɛm
conduïdes	konduidəs
emèrites	əməɾitəs
processó	pɾusəso
tunísia	tuniziə
adoptarem	adoptaɾem
aglutinada	əɡlutinadə
paó	pəo
dari	daɾi
promogut	pɾomoɡut
desafectades	dəzəfəktadəs
besnét	bəznet
vanadi	bənadi
enrocada	enrokada
ridiculitzades	ridikulizades
cassola	kəsɔlə
capitular	kapitulaɾ
fuetejades	fuətəʒadəs
urpa	uɾpa
glandular	ɡləndula
josep	d͡ʒozɛp
durar	duɾa
gardènia	ɡəɾdəniə
emulares	əmulaɾəs
entrant	əntɾant
integritat	inteɡɾitat
estocàstics	əstokastiks
terrestres	terestɾes
peregrinar	peɾeɡɾinaɾ
ull	uʎ
retallada	rətəʎadə
senyalització	seɲalizasio
crinera	kɾineɾa
regats	reɡats
sàpiga	sapiɡə
consulto	kunsultu
boicotejats	bujkutəʒats
turgòvia	tuɾɡɔviə
passió	pəsio
castrada	kəstɾadə
delta	delta
circumspectes	siɾkumspɛktes
costum	kustum
astorament	əstoɾəment
denegat	dənəɡat
genèrica	ʒənəɾikə
bacallans	bəkəʎans
sucre	sukɾə
persuadida	peɾsuadida
zeugma	zɛwɡma
celobert	selobɛɾt
caucasianes	kəwkəzianəs
biografiar	biuɡɾəfia
immoralitat	immoɾəlitat
replè	rəplə
etzibar	ed͡zibaɾ
olorades	oloɾades
vomitats	bumitats
esbombades	əzbumbadəs
xafarotejada	ʃəfəɾotəʒadə
dimitit	dimitit
absorbent	apsoɾbent
afilats	afilats
parodiares	pəɾudiaɾəs
expandit	ekspandit
animadores	animadoɾes
cardar	kəɾda
caço	kaso
moble	mɔble
canines	kanines
arçot	aɾsɔt
desodorar	dəzodoɾa
digitades	diʒitadəs
desamortitzat	dəzəmoɾtid͡zat
cèries	seɾies
continent	kuntinen
sostingudes	sostiŋɡudes
decorats	dekoɾats
acuses	əkuzəs
baixista	bəʃistə
gremi	ɡɾɛmi
aviada	əviadə
intimidats	intimidats
esbarjo	əzbarʒu
castellanitzar	kəstəʎənid͡za
paral·lelepípede	pəɾəllələpipədə
administracions	ədministɾəsions
beina	bɛjnə
virtual	birtual
vençudes	vənsudəs
llogat	ʎuɡat
elies	elies
ingerit	iɲʒəɾit
apinyant	əpiɲan
calavera	kələveɾə
indígena	indiʒənə
fecundació	fekundasio
retires	rətiɾəs
jordà	ʒurda
subestimats	subestimats
tomaca	tomakə
mi	mi
kappa	kappa
serològics	səɾulɔʒiks
comportada	kompoɾtadə
traïdores	tɾəidoɾəs
paregut	pəɾəɡut
derivar	deɾivaɾ
dedicarem	dedikaɾem
sondejat	sonded͡ʒat
tricotar	tɾikotaɾ
mol·lusc	mullusk
senda	senda
compartides	kompəɾtidəs
ornamental	urnəməntal
ludificació	ludifikəsio
obrades	obɾadəs
apostrofar	apostɾofaɾ
conjunt	koɲd͡ʒunt
disfrutada	disfɾutadə
contraposades	kontɾəpozadəs
desfets	dəsfɛts
au	aw
impurs	impuɾs
cupaire	kupajɾe
contractar	kontɾəkta
abandonarem	abandonaɾem
concavitat	koŋkavitat
carnoses	kaɾnozes
casquet	kasket
inusables	inuzabləs
associats	əsusiats
avalades	avalades
assistia	asistia
possiblement	posiblement
islamitzat	izlamizat
benvolgudes	bəmvulɡudəs
bombat	bombat
doni	dɔni
taxonòmiques	təksunɔmikəs
agregava	əɡɾəɡavə
càrcer	kaɾseɾ
escorregut	əskorəɡut
batallats	bataʎats
complicada	komplikada
cartilaginós	kərtiləʒinos
honorífics	onuɾifiks
exhumat	əɡzumat
bestiari	bəstiaɾi
tribular	tɾibulaɾ
rodalia	rodalia
subtracció	suptɾəksio
matí	məti
consorci	kunsɔrsi
suportar	supoɾtaɾ
profundament	pɾufundəmen
cercats	sərkats
rectangular	rektaŋɡulaɾ
rectitud	rəktitut
monetitzar	munətid͡za
condecorat	kondəkoɾat
direcció	diɾeksio
sabotejades	səbotəʒadəs
avançava	əvənsavə
púrpura	puɾpuɾə
alçapremar	alsapɾemaɾ
refugiades	refud͡ʒiades
aglomerada	əɡloməɾadə
interpretat	intərpɾətat
operat	opeɾat
extrasístole	əkstɾəsistolə
sismologia	sizmuluʒiə
interjecció	inteɾd͡ʒeksio
posada	pozada
diàleg	dialek
fabricat	fabɾikat
naufragat	nawfɾaɡat
malai	məlaj
miradora	miɾadoɾa
jóvens	ʒobəns
desarreglar	dezareɡlaɾ
xuclant	ʃuklan
confiada	komfiadə
adquirits	atkiɾits
etilè	etile
pausa	pawzə
catalitzada	katalizada
helicotrema	elikotɾema
familiaritzar	fəmiliəɾid͡za
desesperadament	dəzəspəɾədəmen
seguides	seɡides
torni	tɔɾni
fregides	fɾed͡ʒides
homenatjada	omenad͡ʒada
gosar	ɡozaɾ
rectangle	rektaŋɡle
abundar	abundaɾ
alpina	alpina
barnús	baɾnus
digital	did͡ʒital
condemnades	kundəmnadəs
xuclant	t͡ʃuklant
catalogada	kətəloɡadə
triangular	tɾiaŋɡulaɾ
costejades	kustəʒadəs
centenar	səntəna
goma	ɡoma
afamada	afamada
recompondre	rəkumpɔndɾə
primer	pɾimeɾ
abordava	aboɾdava
prestada	pɾestada
qualsevol	kwəlsəvɔl
coliflor	kuliflɔ
concentrades	konsentɾades
xàbia	ʃabiə
basats	bəzats
metastatitzats	metastatizats
talades	təladəs
llavar	ʎəba
vaticinada	vatisinada
autovia	awtovia
reunits	reunits
irrellevant	irəʎəban
albirats	əlbiɾats
evident	əbiden
sobreescalfades	sobɾəəskəlfadəs
assimilats	asimilats
preventius	pɾəbəntiws
àgueda	aɡeda
furgar	fuɾɡa
definir	dəfini
descontentarem	dəskontəntəɾəm
coexistides	koeɡzistidəs
coixejat	kuʃəʒat
engendrat	eɲd͡ʒendɾat
ocultada	okultada
anèmic	ənɛmik
agredint	əɡɾədin
conquerit	kuŋkəɾit
etiquetades	etiketades
protegir	pɾutəʒi
pirueta	piɾueta
alguna	alɡuna
abastàreu	abastaɾew
generalitzat	d͡ʒeneɾalizat
corporatiu	koɾpoɾətiw
endarrere	əndəreɾə
supermercat	supeɾmeɾkat
organitzada	oɾɡənid͡zadə
rodalies	rodəliəs
engany	əŋɡaɲ
tòfona	tɔfunə
llarg	ʎaɾk
implicades	implikades
superpetrolier	supeɾpetɾolieɾ
adaptada	ədəptadə
miserable	mizeɾable
admesa	admeza
manxúria	maɲt͡ʃuɾia
aferrar	aferaɾ
sepultar	sepultaɾ
reestructuració	reestɾuktuɾasio
pompós	pompos
processats	pɾusəsats
pelvis	pɛlbis
recomptades	rəkomtadəs
polititzar	politizaɾ
esment	əzment
sabuda	səbudə
hipòcrita	ipɔkɾitə
bastits	bastits
explica	eksplika
aspa	aspə
aconseguir	əkonsəɡi
nacionalitzar	nəsionəlid͡za
emmascarades	emmaskaɾades
imperfecció	impəɾfəksio
inhibir	inibi
cristal·litzat	kɾistəllid͡zat
institucionalització	institusionalizasio
arrodonint	ərodunint
captivats	kəptivats
empedrat	empedɾat
rodaria	rodəɾiə
copsada	kopsada
motrius	motɾiws
fractura	fɾaktuɾa
erecció	əɾəksio
duplicació	duplikasio
bocarrut	bukərut
interfície	inteɾfisie
automatitzant	əwtumətid͡zan
cursades	kuɾsades
loquaços	lokwasos
emperadriu	empeɾadɾiw
prunes	pɾunes
argamassa	aɾɡamasa
endarrerit	endareɾit
reculades	rəkuladəs
decorada	dekoɾada
obeït	obəit
indestructible	indəstɾuktiblə
igualada	iɡwəladə
enfront	emfɾont
senzillesa	sənziʎəzə
endollada	əndoʎadə
abella	əbɛʎə
fotogènica	futuʒɛnikə
vexatori	veksatɔɾi
infondre	imfondɾə
albània	əlbaniə
dragar	dɾəɡa
esmocadores	əzmukədoɾəs
globalitzar	ɡlobalizaɾ
galopades	ɡəlupadəs
disfressats	disfɾesats
joanot	ʒoənɔt
ensordit	ənsuɾdit
antiquat	antikwat
primor	pɾimo
eritropoetina	eɾitɾopoetina
afartar	afaɾtaɾ
reconciliada	rekonsiliada
orient	oɾient
voltades	voltades
estadant	əstədant
cernut	sərnut
arnot	aɾnɔt
pejoratiu	pəʒuɾətiw
quítxua	kit͡ʃuə
escanejada	əskənəʒadə
americanitzades	əməɾikənid͡zadəs
crani	kɾani
considerats	konsidəɾats
campió	kəmpio
punides	punidəs
capturares	kəptuɾaɾəs
trencada	tɾəŋkadə
queixat	kəʃat
inventades	imvəntadəs
som	som
sanejat	sənəʒat
tirànic	tiɾanik
fumada	fumadə
desamortitzats	dəzəmurtid͡zats
votar	vota
abreujades	əbɾəwʒadəs
antagonista	antaɡonista
or	ɔɾ
afartant	afaɾtant
melilla	meliʎa
geocèntrics	ʒəosɛntɾiks
artroscòpia	aɾtɾoskɔpia
natzarè	nad͡zaɾe
carpí	kaɾpi
desplaçada	dəspləsadə
abonament	əbunəmen
aplegats	əpləɡats
citada	sitadə
rimades	rimades
agroalimentari	əɡɾoəliməntaɾi
flirtats	flirtats
menys	meɲs
permet	pərmɛt
estenallat	estenaʎat
condensada	kundənsadə
escombrat	əskombɾat
internacionalitzades	intəɾnəsionəlid͡zadəs
meditacions	məditəsions
setze	sɛd͡ze
préssec	pɾesek
separatista	sepaɾatista
reverent	reveɾent
tossides	tusidəs
pirata	piɾata
terrible	terible
diagonal	diaɡonal
carnós	kaɾnos
atorgades	atoɾɡades
sacríleg	sakɾilek
esmicolada	ezmikolada
digitalització	diʒitəlid͡zəsio
cosit	kozit
esmicolada	əzmikuladə
ferum	fəɾum
filar	filaɾ
recar	rəka
text	tekst
astrònom	astɾɔnom
còdol	kɔdul
marea	maɾea
desconcertades	dəskonsəɾtadəs
fertilitzats	feɾtilizats
moravià	moɾavia
poció	pusio
geocèntrica	ʒəusɛntɾikə
assegurant	əsəɡuɾant
desbrossades	dezbɾosades
formatge	foɾmad͡ʒe
sobrepassat	subɾəpəsat
moldàvia	moldaviə
zebra	zebɾə
ajupida	əʒupidə
sobirà	sobiɾa
mora	mɔɾa
síndrome	sindɾumə
nuclear	nukleaɾ
aclaparadores	əkləpəɾədoɾəs
inhalar	inalaɾ
està	esta
pandèmic	pandɛmik
victòria	biktɔɾiə
sexisme	seksizme
volum	volum
goç	ɡos
signar	siɡna
constataria	konstətəɾiə
annex	ənɛks
malenconiós	mələŋkunios
titularia	titulaɾia
producció	pɾuduksio
col·lectiu	kulləktiw
espaventada	əspəbəntadə
minvada	mimvadə
edificació	edifikasio
garrepa	ɡarɛpa
abrevia	əbɾəbiə
adscrites	ətskɾitəs
mallorquí	məʎurki
topogràfica	topoɡɾafika
administrarem	administɾaɾem
recomanar	rekomanaɾ
compaginar	kumpəʒina
afecció	afeksio
dominiques	dominikəs
valorat	vəloɾat
disposar	dispoza
desfets	desfets
clar	kla
escocés	eskoses
llançats	ʎənsats
cínics	siniks
saturades	satuɾades
erosió	eɾozio
vaporitzats	vəpoɾid͡zats
procés	pɾuses
disculpada	diskulpada
taquem	takem
contrició	kuntɾisio
corrupta	korupta
divisió	divizio
taràntula	təɾantulə
armari	aɾmaɾi
epitèlica	əpitɛlikə
llevades	ʎəvadəs
estonianes	əstonianəs
vies	biəs
ensurt	ənsuɾt
àuria	awɾia
pasteuritzada	pastewɾizada
ganxo	ɡaɲʃo
cabellera	kəbəʎeɾə
sucats	sukats
occidentalitzat	oksidentalizat
atreveixi	ətɾəvɛʃi
transliterades	tɾanzliteɾades
declaració	deklaɾasio
accidentals	əksidəntals
normalitzat	noɾməlid͡zat
cues	kues
blandar	blənda
combatut	kombatut
articulades	aɾtikulades
transmigrat	tɾanzmiɡɾat
zaire	zajɾə
noguts	nuɡuts
paona	pəonə
esponjats	əspoɲʒats
capar	kapaɾ
adormit	ədurmit
rebobinats	rebobinats
abandonar	əbənduna
arrodonits	arodonits
crusant	kɾuzant
permeses	peɾmezes
refinat	refinat
instaurada	instəwɾadə
pipar	pipa
laborar	ləbuɾa
sunnita	sunnita
celebrada	sələbɾadə
punxada	puɲʃadə
nominatius	nominətiws
estadístic	estadistik
comissió	komisio
alertats	ələɾtats
somiar	sumia
portentoses	poɾtəntozəs
contraoferta	kontɾaofɛɾta
arcana	ərkanə
perpendicularment	pərpəndikulərmen
estiu	estiw
promoguda	pɾomoɡuda
plàncton	plaŋtun
paquitè	pəkitə
oprimida	opɾimida
sec	sək
parlàreu	paɾlaɾew
esplaiar	esplajaɾ
reeixides	rəəʃidəs
vocal	bukal
citació	sitasio
soldats	suldats
regna	rɛŋna
regressat	reɡɾesat
concentrats	konsentɾats
explícit	eksplisit
cèl·lula	sɛllula
illegible	iʎed͡ʒible
senyals	səɲals
vetllada	bəʎʎadə
honorífics	unuɾifiks
tinya	tiɲa
gener	ʒəne
adversitats	adveɾsitats
estiga	estiɡa
donada	dunadə
amainar	əməjna
lamentes	ləməntɛs
taràntula	taɾantula
fornícula	foɾnikula
meravellats	məɾəbəʎats
abeurades	əbəwɾadəs
desconeguts	dəskonəɡuts
llançar	ʎənsa
sobrancer	subɾənse
desgranada	dezɡɾanada
brutal	bɾutal
marisc	maɾisk
hel·lena	əllənə
saturaria	sətuɾəɾiə
gosat	ɡuzat
traçuda	tɾəsudə
ànsia	ansiə
mobiliàries	mubiliaɾiəs
originada	oɾid͡ʒinada
aclamava	aklamava
vici	bisi
vergonyós	bərɡuɲos
precoços	pɾəkɔsus
profunditat	pɾufunditat
incorporació	iŋkoɾpoɾasio
aina	ajnə
genuí	ʒənui
balades	bəladəs
tenebrosos	tənəbɾozus
venedor	vənədo
quantitats	kwantitats
perillosos	pəɾiʎozus
derivades	deɾivades
encantarem	əŋkəntəɾəm
cascades	kaskades
estaca	əstakə
tirats	tiɾats
rapè	rəpɛ
redactada	rədəktadə
caravanes	kaɾavanes
anormal	ənurmal
promès	pɾumɛs
canoa	kanoa
entrepans	entɾepans
escairades	əskəjɾadəs
calamitós	kalamitos
parasitada	paɾazitada
estovats	əstovats
polze	polzə
divendres	divɛndɾəs
batuts	batuts
arrencant	ərəŋkant
dramatitzat	dɾamatizat
confessat	kumfəsat
esquitxades	eskit͡ʃades
agosarats	əɡozəɾats
acariciares	əkəɾisiaɾəs
camí	kami
càlcul	kalkul
pescats	pəskats
protagonitzats	pɾotaɡonizats
lleteries	ʎətəɾiəs
congelació	koɲd͡ʒelasio
operades	upəɾadəs
afectiu	əfəktiw
enverinada	əmbəɾinadə
pecades	pekades
aspirats	əspiɾats
conservatori	konseɾvatɔɾi
despectiu	despektiw
espontània	espontania
segellades	sed͡ʒeʎades
destí	desti
torbera	toɾbeɾə
multiplataforma	multiplətəfoɾmə
cullerada	kuʎəɾadə
reeixida	rəəʃidə
unificar	unifika
fotut	fotut
batata	bətatə
conjugats	kuɲʒuɡats
admeses	ədməzəs
blanquinosos	bləŋkinozos
longevitat	luɲʒəbitat
preocupada	pɾəukupadə
espuri	əspuɾi
escopidora	eskopidoɾa
foto	foto
blastomar	blastomaɾ
aprofitant	əpɾufitan
exhalada	eɡzalada
marrana	marana
filtrada	filtɾadə
readmesos	reədməzos
mostrades	mostɾadəs
contacte	kontakte
vos	bus
barbuda	bərbudə
intubat	intubat
canaris	kanaɾis
produït	pɾuduit
lusòfon	luzɔfon
suportà	supoɾta
retratades	retɾatades
tètanus	tetanus
oblidosos	oblidozos
respiratòries	rəspiɾətɔɾiəs
hora	ɔɾə
raspallats	rəspəʎats
conversava	komvəɾsavə
ignorada	iɡnoɾadə
perpetuo	peɾpetuo
barricada	barikada
corrent	korent
diversificada	diveɾsifikada
agraïment	əɡɾəimen
havia	avia
titubar	tituba
emancipat	əmənsipat
navegable	nəbəɡablə
carcerari	kaɾseɾaɾi
neret	nəɾɛt
afalagades	afalaɡades
bati	bati
dansat	dənsat
termines	teɾmines
espanyolitzada	espaɲolizada
onejats	oned͡ʒats
indiscutible	indiskutiblə
plagiada	plad͡ʒiada
omplir	ompliɾ
pollestres	poʎestɾəs
abaixares	əbəʃaɾəs
xurro	ʃuro
assolar	əsula
vehiculades	vəikuladəs
paròdia	paɾɔdia
ensopegades	ənsupəɡadəs
millors	miʎos
incolors	iŋkoloɾs
astrològics	əstɾolɔʒiks
atiats	atiats
animós	ənimos
panoràmics	pənoɾamiks
llargs	ʎarks
imagini	imad͡ʒini
anglicà	aŋɡlika
ejaculades	ed͡ʒakulades
domiciliari	dumisiliaɾi
compilada	kumpiladə
graduada	ɡɾəduadə
antigua	əntiɡwə
arcaisme	əɾkəizmə
resumits	rəzumits
escrutador	əskɾutədo
abadocar	abadokaɾ
evangèliques	əvəɲʒəlikəs
reflexionada	refleksionada
comentades	koməntadəs
frenètics	fɾənɛtiks
avisat	əbizat
argent	əɾʒent
derivació	deɾivasio
adquirides	atkiɾides
atrapats	atɾapats
molsa	molsa
descarregats	dəskərəɡats
sobresortir	sobɾəsuɾti
ofegarà	ofəɡəɾa
nivell	nibeʎ
corregida	kurəʒidə
vel	bɛl
texà	teksa
volàtil	volatil
alimentant	əliməntan
exorcitzar	əɡzursid͡za
artur	aɾtuɾ
collonut	kuʎunut
sopà	supa
escurçat	əskuɾsat
destinades	destinades
albanesos	albanezos
regar	reɡaɾ
malicioses	malisiozes
àrtida	aɾtida
negociació	nəɡosiəsio
tripulació	tɾipuləsio
bronze	bɾonze
micologia	mikoluʒiə
metàl·lic	mətallik
tenca	tɛŋkə
xofar	ʃufa
infant	imfan
africà	afɾika
compareguts	kompaɾeɡuts
destil·lats	destillats
etiquetats	etiketats
catalítiques	kətəlitikəs
atacades	ətəkadəs
encolomada	əŋkulumadə
oscil·lació	osillasio
sers	ses
ennuegat	ennueɡat
filosòfic	filozɔfik
marxats	mərʃats
afectaria	afektaɾia
apartant	əpərtan
escalens	əskələns
proveït	pɾovəit
ratxa	rat͡ʃa
comercialitzats	kumərsiəlid͡zats
bandera	bandeɾa
ensopegar	ənsupəɡa
ampliant	ampliant
elaborada	elaboɾada
vehicular	veikulaɾ
desodorats	dəzuduɾats
gebre	d͡ʒebɾe
investida	imvəstidə
deambulada	deambulada
helicòpter	elikɔpteɾ
assignada	əsiɡnadə
margarida	mərɡəɾidə
violació	violəsio
adinerada	ədinəɾadə
sobreestimat	sobɾeestimat
sedejar	seded͡ʒaɾ
binomial	binumial
ricard	rikart
escorares	eskoɾaɾes
petats	pətats
austeritat	əwstəɾitat
empresonar	əmpɾəzona
vanitats	vanitats
argent	aɾd͡ʒent
igualar	iɡwalaɾ
gàl·lia	ɡalliə
funcional	funsiunal
obstrucció	opstɾuksio
rar	rar
levític	ləbitik
aberrant	əbərant
valoració	bəluɾəsio
ponderades	pondeɾades
rodar	roda
patata	pətatə
aparent	əpəɾent
restablida	rəstəblidə
revoltat	rəvoltat
molsut	mulsut
agonitzat	aɡonizat
fotocopiada	futukupiadə
nascut	naskut
potabilitzar	putəbilid͡za
debatudes	dəbətudəs
revelades	revelades
interpretat	inteɾpɾetat
encongir	eŋkoɲd͡ʒiɾ
xiuxiuejades	t͡ʃiwt͡ʃiwed͡ʒades
implicació	implikəsio
introduïdes	intɾoduidəs
barallada	bəɾəʎadə
pedra	pedɾa
alfàbregues	əlfabɾəɡəs
carbonell	kaɾboneʎ
boicotejat	bujkutəʒat
aiguat	ajɡwat
fenil	fenil
efervescent	əfərbəsen
comú	kumu
basc	bask
merceritzades	mərsəɾid͡zadəs
illegibilitat	iʎəʒibilitat
sacarines	sakaɾines
agenollades	əʒənoʎadəs
instint	instin
grafit	ɡɾafit
famosament	fəmozəment
indumentària	induməntaɾiə
domènec	domɛnek
perla	pɛɾlə
tramitació	tɾəmitəsio
alfabètic	əlfəbɛtik
arcaisme	ərkəizmə
degotar	dəɡota
conceptualitzà	konsəptuəlid͡za
sardònic	sərdɔnik
reunits	rəunits
elit	elit
facial	fasial
naftè	nəftə
usar	uzaɾ
angoixat	aŋɡojʃat
generadores	d͡ʒeneɾadoɾes
profunditzats	pɾofundizats
abscés	əpses
raurà	rəwɾa
economia	ekonomia
òpera	ɔpəɾə
esforçades	əsfoɾsadəs
holandesa	olandeza
pansexualitat	panseʃualitat
escena	esena
cèdules	sedules
verificada	vəɾifikadə
paladejada	pələdəʒadə
azerbaidjan	əzərbəd͡ʒan
cultivada	kultivada
iroquès	iɾukɛs
femar	fəma
hipoglucèmia	ipuɡlusɛmiə
dutxar	dut͡ʃa
situava	situavə
galvanitzades	ɡəlvənid͡zadəs
sacerdot	səsərdɔt
morruts	muruts
abordava	əburdabə
recomptat	rəkumtat
desesperats	dəzəspəɾats
dinamitzades	dinamizades
penúltimes	pənultiməs
audible	əwdiblə
gralla	ɡɾaʎə
merceritzada	məɾsəɾid͡zadə
ep	ep
iogurt	joɡuɾt
exposat	əkspuzat
tensió	tensio
afinitats	əfinitats
amputant	əmputan
pa	pa
encetats	ənsətats
clausura	klawzuɾa
conservació	kunsərbəsio
radicalitzada	rədikəlid͡zadə
adjudicat	ad͡ʒudikat
recapitulació	rekapitulasio
extint	ekstint
avio	əvio
occitana	oksitana
recerca	rəsɛrkə
divinitats	divinitats
implicació	implikasio
rave	rabə
rector	rəkto
regeneració	rəʒənəɾəsio
pronunciació	pɾonunsiəsio
gram	ɡɾam
arma	aɾma
timba	timba
habitades	əbitadəs
intimidada	intimidada
botiguer	butiɡe
escon	əskɔn
articulats	aɾtikulats
vehemència	bəəmɛnsiə
dècima	dəsimə
jugats	ʒuɡats
etrúria	ətɾuɾiə
perfeccionista	pəɾfəksiunistə
anatematitzada	anatematizada
xafarotejar	t͡ʃafaɾoted͡ʒaɾ
autoritzats	əwtuɾid͡zats
ingredient	iŋɡɾedient
suggerir	sud͡ʒəɾi
nominalitzat	nominəlid͡zat
capgròs	kabɡɾɔs
abominada	əbuminadə
desconegudes	dəskonəɡudəs
partida	paɾtida
arpejar	əɾpəʒa
constituït	konstituit
ala	alə
rosegall	rozeɡaʎ
administrà	administɾa
tricotaran	tɾikotəɾan
brami	bɾami
espiral	əspiɾal
oprimir	opɾimiɾ
barbar	baɾbaɾ
lexicalitzada	leksikalizada
àuries	awɾies
xeix	t͡ʃejʃ
amarga	əmarɡə
ziriè	ziɾiɛ
enquestar	eŋkestaɾ
estar	əsta
auspici	əwspisi
figura	fiɡuɾa
cognom	koɡnɔm
llamp	ʎam
presidi	pɾezidi
acoblats	əkoblats
confessada	kumfəsadə
reconstruïts	rekonstɾuits
cala	kala
distorsió	distursio
lema	lemə
prioritzades	pɾioɾid͡zadəs
escacat	eskakat
blanquinoses	blaŋkinozes
vitamina	bitəminə
llatinitzar	ʎətinid͡za
amaguem	əməɡəm
excloure	eksklɔwɾe
insistida	insistidə
enuig	enut͡ʃ
presagiades	pɾəzəʒiadəs
oasi	uazi
cenyida	səɲidə
pera	peɾa
despreses	dəspɾəzəs
cluques	klukəs
balcanització	bəlkənid͡zəsio
especulatius	espekulatiws
menester	mənəste
dietista	diətistə
carèlia	kaɾelia
nebodera	nebodeɾa
obeí	obəi
mitòmanes	mitɔmənəs
vomitats	vomitats
sospitada	suspitadə
celebrats	sələbɾats
degradades	dəɡɾədadəs
divergir	diveɾd͡ʒiɾ
núria	nuɾia
cassolades	kəsoladəs
enjardinat	əɲʒəɾdinat
encerclar	enseɾklaɾ
galleda	ɡəʎədə
englobades	əŋɡlobadəs
cuidaria	kujdaɾia
simbolitzat	simbulid͡zat
ranquejats	rəŋkəʒats
espurnejar	əspuɾnəʒa
aventures	aventuɾes
verd	bɛrt
desautoritzar	dezawtoɾizaɾ
orinats	oɾinats
parasitar	paɾazitaɾ
plasmades	pləzmadəs
estereotipades	əstəɾəutipadəs
lleial	ʎejal
trompa	tɾompə
jueu	d͡ʒuew
broc	bɾɔk
devoció	dəvosio
emfatitzat	emfatizat
altruista	altɾuista
cogitat	koʒitat
torturares	toɾtuɾaɾes
confrontat	kumfɾuntat
familiaritzats	familiaɾizats
nedat	nedat
voti	bɔti
parla	paɾlə
carrer	kareɾ
robòtica	robɔtika
